nom,debut,fin,genre,lateralite,set,systeme,coup,type_service,type_coup,zone_jeu,faute,effet_coup,coor_balle_x,coor_balle_y,coor_balle_z,joueur_frappe,joueur_sur,distance_x_jA,distance_y_jA,zone_joueur_jA,distance_x_jB,distance_y_jB,zone_joueur_jB
ALEXIS-LEBRUN,25188,25200,garcon,revers,4,att/att,ALEXIS-LEBRUN,,offensif,g3,,topspin,32.83225860595703,-92.59991769790649,2,ALEXIS-LEBRUN,FAN-ZHENDONG,15.5963134765625,-223.52902221679688,m5,-37.11566162109375,330.07745361328125,g8
FAN-ZHENDONG,25201,25225,garcon,revers,4,att/att,serveur_point_pour,,intermediaire,,filet,topspin,,,,FAN-ZHENDONG,ALEXIS-LEBRUN,37.35235595703125,-257.5343017578125,g6,-40.3277587890625,391.1356201171875,g8
ALEXIS-LEBRUN,25505,25527,garcon,coup_droit,4,att/att,ALEXIS-LEBRUN,lat_gauche,,g3,,,55.10584182739258,-97.90899171829224,2,ALEXIS-LEBRUN,FAN-ZHENDONG,79.79571533203125,-211.19451904296875,h5,-71.918701171875,163.32763671875,g4
FAN-ZHENDONG,25528,25537,garcon,revers,4,att/att,FAN-ZHENDONG,,offensif,m2,,topspin,-16.493192863464355,81.51683959960937,2,FAN-ZHENDONG,ALEXIS-LEBRUN,121.9501953125,-185.652587890625,h5,-30.4949951171875,247.9014892578125,g6
ALEXIS-LEBRUN,25538,25557,garcon,revers,4,att/att,serveur_point_pour,,offensif,,filet,topspin,,,,ALEXIS-LEBRUN,FAN-ZHENDONG,103.82366943359375,-244.59571838378906,h6,-59.51690673828125,293.819580078125,g7
FAN-ZHENDONG,25992,26017,garcon,coup_droit,4,att/att,FAN-ZHENDONG,lat_droit,,g2,,,-62.38075156211853,68.22538401285807,2,FAN-ZHENDONG,ALEXIS-LEBRUN,122.12432861328125,-146.69320678710938,h4,-63.7548828125,230.4857177734375,g6
ALEXIS-LEBRUN,26018,26032,garcon,revers,4,att/att,ALEXIS-LEBRUN,,offensif,g3,,topspin,48.307244873046876,-125.85569881598154,2,ALEXIS-LEBRUN,FAN-ZHENDONG,116.86126708984375,-201.23611450195312,h5,-48.826904296875,217.375,g5
FAN-ZHENDONG,26033,26040,garcon,coup_droit,4,att/att,FAN-ZHENDONG,,offensif,m3,,topspin,18.47292366027832,134.62146390279133,2,FAN-ZHENDONG,ALEXIS-LEBRUN,163.22174072265625,-201.6656494140625,i5,-89.2022705078125,229.2305908203125,h6
ALEXIS-LEBRUN,26041,26067,garcon,coup_droit,4,att/att,serveur_point_pour,,intermediaire,,filet,bloc,,,,ALEXIS-LEBRUN,FAN-ZHENDONG,233.2557373046875,-175.268798828125,i4,-100.95416259765625,288.61639404296875,h7
FAN-ZHENDONG,26495,26517,garcon,coup_droit,4,att/att,FAN-ZHENDONG,lat_droit,,g3,,,-61.7977837562561,124.5253719329834,2,FAN-ZHENDONG,ALEXIS-LEBRUN,104.273681640625,-149.01614379882812,h4,-75.39544677734375,221.584716796875,g5
ALEXIS-LEBRUN,26518,26525,garcon,revers,4,att/att,ALEXIS-LEBRUN,,offensif,d2,,topspin,-49.95856494903565,-81.64483200709024,2,ALEXIS-LEBRUN,FAN-ZHENDONG,82.63299560546875,-195.5030517578125,h5,-34.27691650390625,215.7010498046875,g5
FAN-ZHENDONG,26526,26539,garcon,coup_droit,4,att/att,serveur_point_contre,,intermediaire,g3,pt_gagne,topspin,-53.50124187469483,114.50117416381836,2,FAN-ZHENDONG,ALEXIS-LEBRUN,103.89825439453125,-228.75440979003906,h6,-59.93096923828125,234.16143798828125,g6
